key,d,u,pp,ht,ft
i,1479545727.42,1479545727.55,,0.126977920532,
 ,1479545727.53,1479545727.64,0.104084014893,0.110939025879,-0.00685501098633
l,1479545727.69,1479545727.76,0.167757987976,0.0633909702301,0.104367017746
o,1479545727.83,1479545727.93,0.135813951492,0.0954229831696,0.0403909683228
v,1479545727.92,1479545728.0,0.0879321098328,0.0797729492188,0.00815916061401
e,1479545728.08,1479545728.15,0.160035848618,0.0732400417328,0.0867958068848
 ,1479545728.13,1479545728.23,0.0556659698486,0.0961260795593,-0.0404601097107
w,1479545728.31,1479545728.42,0.176290035248,0.112800121307,0.0634899139404
i,1479545728.4,1479545728.47,0.0880601406097,0.0716648101807,0.0163953304291
l,1479545728.54,1479545728.64,0.143921852112,0.0933310985565,0.0505907535553
d,1479545728.67,1479545728.77,0.127922058105,0.0959010124207,0.0320210456848
h,1479545728.89,1479545728.97,0.216457128525,0.0794208049774,0.137036323547
a,1479545728.97,1479545729.07,0.0877277851105,0.0957181453705,-0.00799036026001
c,1479545729.15,1479545729.25,0.175894021988,0.103434085846,0.072459936142
k,1479545729.24,1479545729.34,0.0879600048065,0.103679180145,-0.0157191753387
s,1479545729.35,1479545729.45,0.112063169479,0.103379964828,0.00868320465088
