key,d,u,pp,ht,ft
i,1479545715.57,1479545715.72,,0.143570899963,
 ,1479545715.69,1479545715.77,0.112138032913,0.0876009464264,0.0245370864868
l,1479545715.84,1479545715.92,0.152017831802,0.0793600082397,0.0726578235626
o,1479545716.0,1479545716.09,0.159857034683,0.0871851444244,0.0726718902588
v,1479545716.1,1479545716.17,0.101249933243,0.0744709968567,0.0267789363861
e,1479545716.25,1479545716.35,0.15450501442,0.0955390930176,0.058965921402
 ,1479545716.34,1479545716.42,0.087886095047,0.0800559520721,0.00783014297485
w,1479545716.49,1479545716.57,0.144291877747,0.0874290466309,0.0568628311157
i,1479545716.53,1479545716.61,0.047877073288,0.0796630382538,-0.0317859649658
l,1479545716.69,1479545716.79,0.160134077072,0.0951709747314,0.0649631023407
d,1479545716.83,1479545716.92,0.135546922684,0.0881690979004,0.0473778247833
h,1479545717.07,1479545717.17,0.240389108658,0.0958528518677,0.14453625679
a,1479545717.18,1479545717.28,0.11205291748,0.0958430767059,0.0162098407745
c,1479545717.37,1479545717.47,0.192030906677,0.0956180095673,0.09641289711
k,1479545717.45,1479545717.55,0.0737571716309,0.101712942123,-0.0279557704926
s,1479545717.6,1479545717.68,0.150194883347,0.0798029899597,0.0703918933868
