key,d,u,pp,ht,ft
i,1479545933.7,1479545933.79,,0.0956089496613,
 ,1479545933.81,1479545933.91,0.112025976181,0.103437900543,0.00858807563782
l,1479545933.95,1479545934.05,0.144139051437,0.0956408977509,0.0484981536865
o,1479545934.15,1479545934.18,0.192379951477,0.0310928821564,0.161287069321
v,1479545934.22,1479545934.32,0.0719549655914,0.103368997574,-0.0314140319824
e,1479545934.33,1479545934.36,0.111603021622,0.0312600135803,0.0803430080414
 ,1479545934.38,1479545934.47,0.0474109649658,0.0961301326752,-0.0487191677094
w,1479545935.07,1479545935.11,0.689330101013,0.0466818809509,0.642648220062
i,1479545935.39,1479545935.5,0.327214002609,0.103648900986,0.223565101624
l,1479545935.56,1479545935.66,0.167814016342,0.09588098526,0.0719330310822
d,1479545935.7,1479545935.8,0.136130809784,0.10363817215,0.0324926376343
h,1479545935.88,1479545935.94,0.183207035065,0.0564479827881,0.126759052277
a,1479545936.0,1479545936.11,0.120833158493,0.106881856918,0.0139513015747
c,1479545936.11,1479545936.19,0.106990814209,0.0846450328827,0.0223457813263
k,1479545936.26,1479545936.32,0.14892911911,0.0640530586243,0.0848760604858
s,1479545936.35,1479545936.44,0.0877718925476,0.0957551002502,-0.00798320770264
